id,smiles,epa,0_x,1_x,2_x,3_x,mlp prediction,0_y,1_y,2_y,3_y,rnn prediction,0,1,2,3,cnn prediction
molid2291,COC(=O)C(CCn1cnc2c(Cl)nc(N)nc21)C(=O)OC,2.0,0.012710938,0.103154354,0.32969272,0.554442,3,0.017113200000000002,0.214455,0.49781800000000004,0.27061399999999997,2,0.0339871,0.250594,0.41708,0.29833899999999997,2.0
molid2306,CCC=C1OC(=O)c2ccccc21,2.0,0.030602438,0.17826732,0.3771946,0.41393559999999996,3,0.00427889,0.11235,0.403482,0.47988800000000004,3,0.162204,0.343013,0.343546,0.15123699999999998,2.0
molid2309,COC(O)C(C)=O,2.0,0.08170438599999999,0.21203943,0.338541,0.36771524,3,0.19702,0.0689048,0.21497800000000003,0.519097,3,0.17845,0.243036,0.31860700000000003,0.259907,2.0
molid2387,CC(C)=CC1CC(C)=CCO1,3.0,0.10159152,0.26603982,0.34525806,0.28711054,2,0.00831106,0.0368988,0.23213499999999998,0.722655,3,0.10431099999999999,0.300682,0.381859,0.213148,2.0
molid2407,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,1.0,0.18186823,0.27420279999999997,0.29923459999999996,0.24469438,2,0.05668580000000001,0.41269399999999995,0.443517,0.0871031,2,0.00963068,0.176439,0.38365,0.43028,3.0
molid2429,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,2.0,0.066193715,0.52395797,0.33871248,0.071135886,1,0.0457691,0.525712,0.378724,0.049795400000000004,1,0.14535,0.351937,0.313562,0.18915099999999999,1.0
molid2430,NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,3.0,0.011351761,0.06963811,0.26483276,0.65417737,3,0.00303584,0.163948,0.371971,0.461046,3,0.170725,0.141601,0.262995,0.424678,3.0
molid2435,CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC,3.0,0.001761189,0.017767633999999997,0.14521869,0.8352525,3,0.00170766,0.0325695,0.233035,0.732688,3,0.0160333,0.059216899999999996,0.23769400000000002,0.687056,3.0
molid2440,CCCC=CC(OC)OC,2.0,0.012542542,0.08809312,0.30084679999999997,0.5985176,3,0.10234299999999999,0.0479077,0.192391,0.657358,3,0.161348,0.28294600000000003,0.331382,0.22432399999999997,2.0
molid2446,C=COCCSCC,2.0,0.44381106,0.3219785,0.16676186,0.06744859,0,0.12867699999999999,0.366111,0.401857,0.10335599999999999,2,0.6255310000000001,0.242671,0.0868431,0.0449547,0.0
molid2450,CC1CC(C=O)CC(C)(C)C1,2.0,0.006681488,0.08506562,0.32614717,0.5821057,3,0.0353397,0.0371721,0.183294,0.7441939999999999,3,0.0977295,0.19964300000000001,0.333173,0.36945500000000003,3.0
molid2482,C#CCOP(=O)(OCCC)c1ccccc1,1.0,0.29604837,0.44537659999999996,0.20607372,0.05250125,1,0.582029,0.23416199999999998,0.141688,0.0421204,0,0.0745168,0.24940500000000002,0.38306399999999996,0.293014,2.0
molid2486,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCc1ccccc1,3.0,0.013070291000000001,0.100605905,0.32209545,0.5642283,3,0.00278397,0.0517836,0.325773,0.619659,3,0.023849400000000003,0.249662,0.395544,0.330945,2.0
molid2546,COC(=O)C(F)(F)C(F)(F)C(F)(F)OC(F)=C(F)F,1.0,0.19371243,0.33365536,0.29557842,0.17705378,1,0.043736000000000004,0.362073,0.415293,0.178899,2,0.21221399999999999,0.277621,0.282527,0.22763899999999998,2.0
molid2589,CSCCC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,2.0,0.28704488,0.26027623,0.24070808,0.21197084,0,0.016624299999999998,0.0932678,0.390004,0.500104,3,0.213939,0.151572,0.247258,0.387231,3.0
molid2590,OCC(Br)C(Br)CO,2.0,0.36322436,0.273226,0.21506420000000004,0.14848542,0,0.318347,0.487358,0.151445,0.0428497,1,0.27581100000000003,0.419199,0.219844,0.08514630000000001,1.0
molid2592,CCOC(=O)c1c[nH]c2cc(OCC3CC3)c(OCC3CC3)cc2c1=O,2.0,0.32483277,0.23747014,0.22550570000000003,0.21219142,0,0.00536404,0.14406,0.428766,0.42181,2,0.233114,0.3312,0.287108,0.148578,1.0
molid2607,NCCNCCNCCO,2.0,0.19197807,0.2578306,0.28833446,0.26185697,2,0.07374589999999999,0.565354,0.340509,0.020390799999999997,1,0.0742409,0.19684100000000002,0.336233,0.392685,3.0
molid2610,O=C(CCCN1CCC(O)CC1)c1ccc(F)cc1,2.0,0.30901825,0.47064838,0.18360539999999997,0.036728006,1,0.342672,0.324592,0.259021,0.0737151,0,0.134003,0.323142,0.36344699999999996,0.17940799999999998,2.0
molid2620,O=S(=O)(O)CCS,2.0,0.53919035,0.25333524,0.136354,0.07112043,0,0.169183,0.45403599999999994,0.240454,0.136327,1,0.330677,0.406353,0.193965,0.0690054,1.0
molid2652,Nc1cc(Cl)c(N)cc1Cl,2.0,0.12776387,0.3790748,0.33756274,0.1555986,1,0.10753299999999999,0.504922,0.329964,0.0575812,1,0.269004,0.412495,0.24090100000000003,0.07760030000000001,1.0
molid2655,Nc1cccc(C(O)CNC2CC2)c1,2.0,0.24841509999999997,0.39577767,0.25573918,0.10006803,1,0.04446869999999999,0.455762,0.434536,0.065233,1,0.126474,0.330124,0.376137,0.167265,2.0
molid2657,CC(=O)CC(=O)Nc1ccc(Cl)cc1C,2.0,0.070275776,0.30140704,0.3874164,0.24090079999999997,2,0.00885628,0.208756,0.579911,0.202476,2,0.16661199999999998,0.322402,0.340957,0.17002899999999999,2.0
molid2659,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)C=Cc1ccccc1,2.0,0.2685804,0.34284416,0.25437495,0.13420048,1,0.172898,0.223842,0.359204,0.244056,2,0.113947,0.309456,0.326546,0.250052,2.0
molid2689,C=Cc1ccccc1Cl,3.0,0.11342088,0.3650325,0.35027194,0.17127468,1,0.015788999999999997,0.38159699999999996,0.480059,0.122554,2,0.0954832,0.417993,0.396012,0.09051110000000001,1.0
molid2700,CCCCCNCCCCC,1.0,0.059676237,0.2375081,0.3690702,0.33374542,2,0.0118457,0.275871,0.57028,0.142003,2,0.08474789999999999,0.206975,0.336323,0.371954,3.0
molid2702,CCCCOC(=O)CCC(C)=O,3.0,0.017189607,0.08891067,0.28713763,0.60676205,3,0.22560700000000003,0.0428535,0.152785,0.578754,3,0.0938926,0.165491,0.322546,0.41807,3.0
molid2705,OC(CN1CCCCC1)c1cc(-c2ccccc2)on1,2.0,0.16897841,0.5395621,0.24645379,0.045005724000000004,1,0.339411,0.414522,0.21951700000000002,0.0265499,1,0.13512000000000002,0.335943,0.357219,0.171718,2.0
molid2711,COC(OC)c1ccccc1[N+](=O)[O-],2.0,0.026337113,0.19949578,0.40210070000000003,0.3720664,2,0.227857,0.328629,0.300618,0.142896,1,0.271094,0.287175,0.275381,0.16635,1.0
molid2713,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,2.0,0.09870019599999999,0.61440027,0.25497946,0.03192008,1,0.152371,0.5062,0.29818,0.0432486,1,0.07321910000000001,0.31162,0.387484,0.227677,2.0
molid2714,CN(C)c1ccc(N=Nc2cccc(C(=O)O)c2)cc1,2.0,0.025130006,0.1748693,0.38418525,0.41581547,3,0.0278097,0.511411,0.382024,0.0787559,1,0.0401041,0.279599,0.385728,0.294569,2.0
molid2755,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,2.0,0.02634428,0.18528406,0.38958390000000004,0.39878774,3,0.0147678,0.210177,0.447136,0.32792,2,0.225331,0.296371,0.303752,0.174546,2.0
molid2761,OCCOc1cc(Cl)c(Cl)cc1Cl,2.0,0.30990693,0.36024857,0.23048349,0.09936106,1,0.06108619999999999,0.524489,0.342866,0.0715582,1,0.1981,0.371121,0.310251,0.120528,1.0
molid2778,CCCCCCCCOC(CBr)c1ccc(C2CCCC2)cc1,1.0,0.11747563,0.29454756,0.33942148,0.24855533,2,0.050966500000000005,0.704713,0.21736,0.026959800000000003,1,0.175439,0.384996,0.300333,0.139231,1.0
molid2817,CC1=CC(N=Nc2ccc(N)cc2)C=C(C)C1=O,2.0,0.032780796,0.22035924,0.4034149,0.343445,2,0.0196932,0.287746,0.54452,0.14804,2,0.0710064,0.322412,0.389223,0.21735900000000002,2.0
molid2828,CCN(CC)N=Nc1cccnc1,1.0,0.36600304,0.45600680000000005,0.15126914,0.02672101,1,0.441101,0.361342,0.182227,0.015330600000000002,0,0.21124600000000002,0.329602,0.312471,0.146681,1.0
molid2837,Cc1nc(N)sc1C(=O)N(C(C)C)C(C)C,1.0,0.054709602,0.26749572,0.3962852,0.28150949999999997,2,0.00287978,0.051673300000000005,0.307079,0.638368,3,0.282586,0.260736,0.262288,0.19439,0.0
molid2844,CN(C)C(=O)Oc1ccccc1C1SCCS1,0.0,0.6112669,0.26093537,0.096296996,0.031500753,0,0.0630604,0.402494,0.479605,0.05484119999999999,2,0.552905,0.248354,0.125691,0.0730503,0.0
molid2869,CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,0.0,0.7327146999999999,0.21297607,0.045722883,0.008586455,0,0.8605299999999999,0.11735,0.0173569,0.00476268,0,0.877236,0.0947562,0.017759999999999998,0.0102479,0.0
molid2870,COc1cc(C(F)(F)F)ccn1,2.0,0.29230478,0.35068065,0.24181192,0.115202636,1,0.666906,0.20213699999999998,0.0887383,0.04221880000000001,0,0.794816,0.11066600000000001,0.05430830000000001,0.0402097,0.0
molid2890,CCCCC1C(=O)NN(c2ccccc2)C1=O,2.0,0.12480478,0.34547162,0.3436327,0.18609092,1,0.00847786,0.196621,0.5110560000000001,0.28384499999999996,2,0.18184,0.326085,0.329052,0.163023,2.0
molid2900,CCCCC(CC)COCOCC(CC)CCCC,3.0,0.007860158,0.06081751,0.2546288,0.67669356,3,0.00327778,0.0431186,0.256632,0.696971,3,0.027208299999999998,0.0984705,0.28774299999999997,0.5865779999999999,3.0
molid2911,CC1(C)CC(O)CC(C)(C)N1O,2.0,0.031879712000000004,0.15395810000000001,0.3473782,0.46678400000000003,3,0.05788769999999999,0.472921,0.370211,0.0989808,1,0.132625,0.15496400000000002,0.306396,0.406016,3.0
molid2925,CCOP(=S)(OCC)Oc1cc(C)nc2ccccc12,0.0,0.5361664,0.33438426,0.10588723400000001,0.023562059,0,0.7643409999999999,0.200546,0.0292597,0.00585272,0,0.754909,0.213838,0.0233229,0.00793048,0.0
molid2933,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,0.0,0.78971493,0.15957583,0.03997992,0.010729311000000002,0,0.895119,0.0830396,0.0161326,0.00570897,0,0.391465,0.268855,0.21349,0.126191,0.0
molid2940,Cc1ccc(CC(C)N)cc1,1.0,0.10825089,0.42859212,0.34227622,0.12088078,1,0.0633326,0.447797,0.403013,0.085857,1,0.147606,0.352616,0.36085500000000004,0.138923,2.0
molid2948,COP(=O)(OC)OC(=CCl)c1cc(Cl)ccc1Cl,2.0,0.6990295999999999,0.21885439999999998,0.06439522,0.017720701000000002,0,0.460953,0.42954,0.0835255,0.025981099999999997,0,0.652034,0.23499299999999998,0.0745418,0.0384318,0.0
molid2950,CCOP(=S)(OCC)SCSc1cc(Cl)ccc1Cl,0.0,0.7302508000000001,0.21089895,0.048607193,0.010243124000000001,0,0.817117,0.156164,0.0215636,0.00515601,0,0.796162,0.152197,0.0324698,0.0191709,0.0
molid2975,S=c1[nH]c2cc(Cl)ccc2o1,2.0,0.0442224,0.2710415,0.40465415,0.28008205,2,0.01184,0.515687,0.401674,0.07079860000000002,1,0.567437,0.223764,0.13081900000000002,0.07798039999999999,0.0
molid2976,CC(C)Nc1nc(Cl)nc(NC2CC2)n1,2.0,0.067915164,0.2902876,0.38688326,0.25491396,2,0.334018,0.29239499999999996,0.27670300000000003,0.0968842,0,0.143886,0.400375,0.348796,0.10694400000000001,1.0
molid2977,CCC(=O)c1c(O)cc(O)cc1O,2.0,0.17463127,0.34248540000000005,0.30788803,0.17499526,1,0.0505026,0.13518,0.361761,0.452557,3,0.136245,0.32621700000000003,0.364534,0.173003,2.0
molid2995,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,1.0,0.49808222,0.35638216,0.11936554,0.02617008,0,0.438802,0.353516,0.175037,0.0326447,0,0.19748,0.327986,0.315244,0.15929000000000001,1.0
molid3011,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OCc1ccccc1,1.0,0.19778287,0.3690552,0.29097,0.14219183,1,0.06686669999999999,0.403896,0.453583,0.0756546,2,0.0271683,0.22407399999999997,0.374234,0.374523,3.0
molid3069,C=C(C)C(=O)OC(=O)COC(C)C,3.0,0.04069705,0.14360794,0.32272127,0.49297374,3,0.42632600000000004,0.0864819,0.184198,0.30299299999999996,0,0.07525830000000001,0.23436700000000002,0.374904,0.315471,2.0
molid3072,CCCCCCCCCCCCN(CCCN)CCCN,1.0,0.030496191000000002,0.24505433,0.41067824,0.31377128,2,0.0493892,0.48175,0.38957600000000003,0.07928489999999999,1,0.013707800000000001,0.0910813,0.2754,0.619811,3.0
molid3081,CCOC(=O)C1(c2ccccc2)CCN(CCOCC2CCCO2)CC1,1.0,0.08145322,0.34690073,0.37308627,0.19855987,2,0.072371,0.37317100000000003,0.430026,0.12443199999999999,2,0.112572,0.294658,0.35831599999999997,0.234454,2.0
molid3095,C=C(C)C(CC=C(C)C)COC(=O)C=C(C)C,3.0,0.015013142,0.07929892,0.27314395,0.6325439,3,0.347362,0.0589141,0.149519,0.444205,3,0.08825930000000001,0.170308,0.330234,0.41119799999999995,3.0
molid3098,N#CCCn1ccnc1,2.0,0.37805483,0.46555504,0.13594262,0.020447494,1,0.38154899999999997,0.438504,0.168518,0.011429799999999999,1,0.0851537,0.33772800000000003,0.40196,0.17515899999999998,2.0
molid3106,CCOP(=O)(SCC)SCC,1.0,0.8287834999999999,0.13323948,0.03023476,0.007742119,0,0.798535,0.169523,0.026012200000000003,0.00592964,0,0.641572,0.28628600000000004,0.051762699999999995,0.020380000000000002,0.0
molid3107,CC=CC1C(C(=O)OCc2c(F)c(F)c(COC)c(F)c2F)C1(C)C,2.0,0.4693656,0.20897074,0.16755250000000002,0.1541112,0,0.1365,0.26453699999999997,0.309949,0.289014,2,0.0959821,0.1798,0.315773,0.408445,3.0
molid3120,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,3.0,0.27259257,0.31331044,0.25277856,0.16131844,1,0.0835646,0.304207,0.37151,0.24071900000000002,2,0.105581,0.247248,0.323531,0.32364,3.0
molid3126,O=C(NCCO)c1ccccc1O,2.0,0.06175817,0.2553887,0.37830323,0.3045498,2,0.0159209,0.259033,0.535596,0.189451,2,0.392818,0.265434,0.21487399999999998,0.12687400000000001,0.0
molid3128,CCCCCCCCCCCCNC(N)=S,2.0,0.18625757,0.31105309999999997,0.29807192,0.2046175,1,0.0173827,0.423728,0.434112,0.124777,2,0.234121,0.322069,0.246625,0.197185,1.0
molid3134,CCOP(=S)(CCl)Oc1ccc([N+](=O)[O-])cc1,1.0,0.85749197,0.11814189,0.020400802,0.003965392,0,0.26705999999999996,0.24555,0.277346,0.210044,2,0.897368,0.0770942,0.015788800000000002,0.00974873,0.0
molid3151,CCN(CC)C(=O)Cc1ccccc1,2.0,0.18265553,0.42361629999999995,0.2896053,0.10412302,1,0.027913900000000002,0.412232,0.505656,0.054198199999999995,2,0.188699,0.332003,0.325965,0.153333,1.0
molid3152,O=C(CF)NCc1ccc(Br)cc1,1.0,0.6126965,0.2685324,0.092591286,0.026179762999999998,0,0.9929979999999999,0.00571591,0.000778664,0.000507367,0,0.703635,0.212127,0.059357900000000005,0.0248799,0.0
molid3156,COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,0.0,0.2286897,0.35781106,0.275798,0.13770118,1,0.5011399999999999,0.248653,0.129484,0.120723,0,0.755897,0.17826,0.0430245,0.022818,0.0
molid3159,CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C=O)CCCNC(=N)N,2.0,0.008524575,0.04116057,0.19767131,0.7526435,3,0.0144672,0.0815797,0.37198000000000003,0.5319729999999999,3,0.170703,0.14094,0.28239000000000003,0.405967,3.0
molid3166,O=CC=CO,2.0,0.047468867000000005,0.35072997,0.40830752,0.19349363,2,0.0346687,0.20774,0.40839699999999995,0.349194,2,0.24564699999999998,0.310798,0.290578,0.152977,1.0
molid3181,CC(C)(C)C(=O)COc1ccc(Cl)cc1,2.0,0.12287577,0.35332757,0.34492594,0.17887072,1,0.00504827,0.136551,0.48112,0.377281,2,0.0922084,0.34062600000000004,0.398354,0.168812,2.0
molid3216,CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],0.0,0.062350944000000005,0.20023021,0.35038212,0.38703674,3,0.20484899999999998,0.260424,0.313747,0.22098,2,0.26162199999999997,0.203579,0.273282,0.261517,2.0
molid3227,CCOP(=S)(OCC)SCCS(=O)CC,0.0,0.8703700999999999,0.09929407400000001,0.02314534,0.007190514,0,0.80379,0.16483399999999998,0.025860700000000004,0.0055146,0,0.7620819999999999,0.157721,0.049351099999999995,0.030845400000000002,0.0
molid3231,CCCCCCCCCCCCCCCCCCSSCCCCCCCCCCCCCCCCCC,3.0,0.010046836,0.11082297599999999,0.3443212,0.53480893,3,0.00139224,0.0424109,0.24897199999999997,0.707225,3,,,,,
molid3253,CCOC(=O)N(Cc1ccccc1)C1CC1,2.0,0.16664542,0.34557247,0.31529126,0.17249088,1,0.0432309,0.311324,0.522388,0.123057,2,0.116699,0.330922,0.372636,0.17974400000000001,2.0
molid3255,COP(=S)(Cl)Cl,1.0,0.60369724,0.25749442,0.10242958,0.03637875,0,0.568338,0.344063,0.07636910000000001,0.0112295,0,0.37093899999999996,0.332071,0.194422,0.102568,0.0
molid3259,CC(C)C(=O)OCC(C)(C)C(O)C(C)C,2.0,0.012537775,0.06677858,0.2579367,0.6627469,3,0.10881199999999999,0.0473439,0.208946,0.634898,3,0.155644,0.17327,0.304755,0.366331,3.0
molid3265,Cc1nc2ccccc2c(=O)n1-c1ccccc1C(=O)O,2.0,0.009998607,0.16486263,0.42304972,0.40208903,2,0.017583900000000003,0.45000500000000004,0.45721999999999996,0.0751905,2,0.059515599999999995,0.265139,0.37963,0.295715,2.0
molid3269,C=CCOc1c(Br)cc(C(C)(C)c2cc(Br)c(OCC=C)c(Br)c2)cc1Br,3.0,0.2955981,0.25958225,0.24007192,0.20474777,0,0.378911,0.09526699999999999,0.187125,0.338696,0,0.488184,0.273954,0.134543,0.10332000000000001,0.0
molid3273,COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc21,2.0,0.06347548,0.19019659,0.34662020000000004,0.3997077,3,0.111248,0.24755700000000003,0.377245,0.26395,2,0.201179,0.338781,0.30775399999999997,0.15228599999999998,1.0
molid3311,C1=Nc2ccccc2Oc2ccccc21,2.0,0.050782587000000004,0.33177868,0.40686659999999997,0.21057218,2,0.012453200000000001,0.335913,0.502013,0.149621,2,0.096453,0.364683,0.380936,0.15792799999999999,2.0
molid3347,C=CCC(CC=C)(C(=O)OCCN(CC)CC)c1ccccc1,2.0,0.08760474,0.25484672,0.35143372,0.30611482,2,0.159456,0.376736,0.35990700000000003,0.103901,1,0.176758,0.277403,0.323667,0.22217199999999998,2.0
molid3355,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,2.0,0.5865130999999999,0.26394188,0.10938204,0.040162932,0,0.839764,0.0933035,0.0412973,0.0256351,0,0.653579,0.27873200000000004,0.048851,0.018838,0.0
molid3359,OCCOCCOCCOCCOCCOCCO,3.0,0.04124666,0.11926866,0.29136598,0.5481187,3,0.016494599999999998,0.0469158,0.241153,0.695437,3,0.0413075,0.100491,0.283041,0.57516,3.0
molid3367,CC(=O)Nc1cc(Cl)ccc1Cl,2.0,0.23359086,0.351405,0.2753759,0.13962816,1,0.036031099999999996,0.400599,0.451142,0.112228,2,0.12423,0.407227,0.365813,0.102729,1.0
molid3368,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,2.0,0.5242268,0.28112950000000003,0.13685751,0.05778617,0,0.0668625,0.163453,0.359043,0.410642,3,0.330787,0.19328299999999998,0.236788,0.239142,0.0
molid3406,CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,2.0,0.21269327,0.33997107,0.28652245,0.16081320000000002,1,0.6602560000000001,0.221808,0.0850158,0.032920300000000007,0,0.24156100000000003,0.31080399999999997,0.28738800000000003,0.160247,1.0
molid3408,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,1.0,0.44810647,0.3471788,0.1549759,0.049738754,0,0.0787819,0.494675,0.390736,0.0358073,1,0.0705061,0.360467,0.39731700000000003,0.17171,2.0
molid3409,BrC1(Br)C2CCC1CC2,1.0,0.15432623,0.2591416,0.31124425,0.27528787,2,0.0659058,0.543736,0.25966500000000003,0.130693,1,0.31502399999999997,0.418067,0.194717,0.0721922,1.0
molid3410,Oc1ccc(Sc2ccc(O)cc2)cc1,2.0,0.1628499,0.27376464,0.3113848,0.25200066,2,0.08320889999999999,0.26887300000000003,0.43497600000000003,0.21294200000000002,2,0.016681599999999998,0.266691,0.44178500000000004,0.27484200000000003,2.0
molid3419,CC(C)OP(=S)(OC(C)C)SCSC(C)C,0.0,0.852773,0.113307014,0.026294393,0.0076256480000000005,0,0.9043110000000001,0.0702943,0.0159803,0.00941431,0,0.7181,0.229458,0.036999699999999996,0.0154424,0.0
molid3425,CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1,3.0,0.30225363,0.24579057,0.23423247,0.21772329999999998,0,0.25193499999999996,0.08904139999999999,0.196278,0.462746,3,0.06842949999999999,0.109919,0.301386,0.520265,3.0
molid3452,CCOP(=O)(OCC)OC(=CCl)c1cc(Cl)ccc1Cl,0.0,0.6696770000000001,0.23014326,0.07625996,0.023919731,0,0.8296049999999999,0.140765,0.0234237,0.00620652,0,0.6771229999999999,0.240335,0.05723009999999999,0.025311700000000003,0.0
molid3476,CCN(CC)C(=O)c1ccccc1C,2.0,0.08690961,0.38795844,0.36955720000000003,0.15557479999999999,1,0.0350144,0.43532600000000005,0.48323900000000003,0.046420800000000005,2,0.188942,0.329018,0.327225,0.154815,1.0
molid3489,CC(C)CCCCCCCCCCCCCCCO,2.0,0.005519449,0.067960545,0.2883098,0.6382102,3,0.00295581,0.039225800000000005,0.2425,0.7153189999999999,3,0.044287099999999996,0.13837,0.310756,0.506586,3.0
molid3501,C[N+](C)(C)CCBr,1.0,0.5588829000000001,0.30558148,0.106686056,0.028849543999999998,0,0.229066,0.403843,0.316943,0.0501478,1,0.354574,0.370309,0.190558,0.0845583,1.0
molid3507,NCc1cc(O)no1,0.0,0.3161853,0.37217784,0.22149476,0.09014203400000001,1,0.111284,0.43424700000000005,0.354641,0.09982869999999999,1,0.14438900000000002,0.330805,0.360062,0.164744,2.0
molid3530,CN(C)C(=S)N(C)C,2.0,0.5541996,0.29906383,0.11282817,0.033908345,0,0.497225,0.28075700000000003,0.19236199999999998,0.0296567,0,0.37001100000000003,0.36933499999999997,0.180035,0.0806192,0.0
molid3535,CCCc1ccc(O)c(OC)c1,2.0,0.12968133,0.33708927,0.33911490000000005,0.19411448,2,0.29733000000000004,0.200985,0.27368899999999996,0.22799499999999998,0,0.11859000000000001,0.345475,0.386343,0.149593,2.0
molid3548,CCC(=O)C(C)CO,2.0,0.08642415,0.20409973,0.33034137,0.37913474,3,0.0246157,0.0690793,0.286583,0.619722,3,0.138988,0.217533,0.32748,0.315999,2.0
molid3552,C1C2CC3CC1CC(C2)C3,3.0,0.120940164,0.18159015,0.29416984,0.4032998,3,0.082137,0.21984,0.373349,0.32467399999999996,2,0.150445,0.335146,0.354455,0.15995399999999999,2.0
molid3558,CC(C)c1cccc(C(C)C)c1N=C=O,2.0,0.014873724,0.17024720000000002,0.40886664,0.40601248,2,0.0606634,0.297321,0.392856,0.24916,2,0.0951437,0.337511,0.402607,0.164739,2.0
molid3581,COc1ccc(O)c(C(N)=O)c1,2.0,0.018116223,0.1321995,0.35756645,0.49211782,3,0.011217200000000002,0.116227,0.43162,0.440935,3,0.14215,0.338685,0.35920100000000005,0.15996400000000002,2.0
molid3600,C=CC(=O)NC(C)(C)CC(C)=O,2.0,0.16449,0.30488350000000003,0.3147759,0.21585056,2,0.00394759,0.0315875,0.209342,0.755123,3,0.0790908,0.183371,0.337214,0.40032399999999996,3.0
molid3637,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,2.0,0.4732572,0.17781104,0.16011240000000002,0.18881938,0,0.23921599999999998,0.229913,0.28800000000000003,0.242871,2,0.825471,0.0909915,0.038830199999999995,0.0447069,0.0
molid3651,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,1.0,0.5134974,0.30277398,0.13430499,0.049423598,0,0.887707,0.0934071,0.0146892,0.00419701,0,0.720759,0.231319,0.0350473,0.012874799999999999,0.0
molid3693,COC(=O)C=C(C)OP(=O)(OC)OC,0.0,0.72576624,0.17695042,0.06759115,0.029692233999999998,0,0.804737,0.115628,0.047390800000000004,0.0322445,0,0.189168,0.160838,0.29103,0.358964,3.0
molid3713,N#CSc1ccc(N)cc1,1.0,0.20146906,0.53500664,0.22366565,0.0398586,1,0.7538020000000001,0.180704,0.057748,0.00774583,0,0.0709841,0.39728800000000003,0.426825,0.104902,2.0
molid3718,CS(=O)(=O)OCCCN(CCCOS(C)(=O)=O)C1CCCCC1,1.0,0.51523536,0.19823278,0.14969137,0.13684049,0,0.0991505,0.240616,0.41287299999999993,0.24736100000000003,2,0.187423,0.103163,0.236015,0.47339899999999996,3.0
molid3722,CO[Si](OC)(OC)c1ccccc1,2.0,0.63845164,0.25987658,0.08081216,0.020859659,0,0.0018419,0.0392889,0.42311899999999997,0.53575,3,0.199552,0.350506,0.31971700000000003,0.130226,1.0
molid3739,CCCCC(CC)C(=O)OOC(C)(C)C,3.0,0.006490035999999999,0.059352577000000004,0.2627653,0.6713920999999999,3,0.115004,0.05214830000000001,0.216175,0.6166729999999999,3,0.0615121,0.148523,0.321238,0.46872600000000003,3.0
molid3741,CCOCC(=O)Nc1ccc(C(=O)c2ccccc2)cc1C,2.0,0.050860367999999996,0.23507398,0.38545263,0.32861298,2,0.00351087,0.0880283,0.440507,0.467954,3,0.150605,0.332232,0.337511,0.179652,2.0
molid3760,CCOC(=O)C1=CN(CC)C2CCCC(C)N2C1=O,2.0,0.10372200599999999,0.24081908,0.33691353,0.31854540000000003,2,0.178498,0.469695,0.29286999999999996,0.058936800000000004,1,0.237196,0.31404099999999996,0.29296500000000003,0.155797,1.0
molid3769,CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21,2.0,0.16367951,0.5031594,0.27008075,0.063080296,1,0.050087400000000004,0.416303,0.48389,0.04971969999999999,2,0.19811800000000002,0.361322,0.304774,0.135786,1.0
molid3778,CCN(CC)C(=O)c1ccc(O)c(OC)c1,1.0,0.38177115,0.30336002,0.20404178,0.11082702,0,0.0147506,0.319468,0.531363,0.134418,2,0.180693,0.33001199999999997,0.336252,0.153043,2.0
